Code,Sex,BirthDay,BirthMonth,BirthYear,Expr1005,BirthWt,MumCode,MumAge,DaysFrom1May,MotherStatus
WST21,1,14,6,2021,LIA14,6.240000191,LIA14,7,44,Milk
WTZ15,2,3,6,2015,TWL10,6.32,TWL10,5,33,Naive
WYO23,2,24,5,2023,NAV19,5.180000095,NAV19,4,23,Naive
XEN14,1,6,6,2014,GLR11,7.020000381,GLR11,3,36,Naive
XIN16,2,14,6,2016,MCU12,7.325000095,MCU12,4,44,Naive
XIN17,2,7,6,2017,MCU12,7.740000381,MCU12,5,37,Milk
YEW03,2,15,6,2003,HOL94,9.039999619,HOL94,9,45,True yeld
YEW99,1,26,5,1999,HOL94,7.099999619,HOL94,5,25,Naive
YEY80,1,28,5,1980,YEEYE,6.879999619,YEEYE,,27,Naive
YHO71,1,31,5,1971,GRE68,5.860000191,GRE68,3,30,Naive
YHO72,2,7,6,1972,GRE68,8.124999809,GRE68,4,37,Milk
YHO74,1,22,5,1974,GRE68,8.139999809,GRE68,6,21,True yeld
YHO75,2,1,6,1975,GRE68,6.940000191,GRE68,7,31,Milk
YHO76,2,21,6,1976,GRE68,6.88,GRE68,8,51,Milk
YHO78,1,10,5,1978,GRE68,2.92,GRE68,10,9,True yeld
YHO79,2,28,5,1979,GRE68,6.440000191,GRE68,11,27,Summer yeld
YOG06,1,11,6,2006,YOS01,6.05,YOS01,5,41,Naive
YOG08,2,24,5,2008,YOS01,7.119999809,YOS01,7,23,True yeld
YOG09,1,7,7,2009,YOS01,5.825000095,YOS01,8,67,Milk
YOG12,2,30,5,2012,YOS01,8.68,YOS01,11,29,True yeld
YOS00,1,3,6,2000,SEQ96,5.395,SEQ96,4,33,Naive
YOS01,1,30,5,2001,SEQ96,6.32,SEQ96,5,29,Summer yeld
YOS03,2,29,5,2003,SEQ96,8.019999809,SEQ96,7,28,True yeld
YOS05,2,24,5,2005,SEQ96,8.030000191,SEQ96,9,23,True yeld
YOS07,2,27,5,2007,SEQ96,7.479999905,SEQ96,11,26,True yeld
YOS10,1,10,6,2010,SEQ96,6.350000191,SEQ96,14,40,True yeld
YTA70,2,28,5,1970,YTAGG,8.379999809,YTAGG,4,27,Milk
YTA71,2,24,5,1971,YTAGG,8.380000381,YTAGG,5,23,Summer yeld
YTA76,2,31,5,1976,YTAGG,6.820000095,YTAGG,10,30,Milk
YTA77,2,6,6,1977,YTAGG,8.780000191,YTAGG,11,36,Milk
YTA80,2,20,6,1980,YTAGG,6.619999809,YTAGG,14,50,True yeld
YUM19,1,24,5,2019,NAV15,6.180000095,NAV15,4,23,Summer yeld
YUM20,1,20,5,2020,NAV15,,NAV15,5,19,Milk
YUM21,2,5,6,2021,NAV15,7.019999809,NAV15,6,35,Milk
YUM22,2,31,5,2022,NAV15,8.4,NAV15,7,30,Milk
ZAN95,2,27,6,1995,ALD91,6.98,ALD91,4,57,Naive
ZAN98,1,6,6,1998,ALD91,7.080000381,ALD91,7,36,True yeld
ZAN99,2,19,6,1999,ALD91,4.710000191,ALD91,8,49,Milk
ZAP13,1,30,5,2013,NAV08,4.479999809,NAV08,5,29,Summer yeld
ZEP12,1,7,6,2012,WHF07,7.220000191,WHF07,5,37,Naive
ZEP13,2,19,5,2013,WHF07,6.91,WHF07,6,18,Summer yeld
ZEP14,1,22,5,2014,WHF07,7.23,WHF07,7,21,Summer yeld
ZEP16,2,26,5,2016,WHF07,8.32,WHF07,9,25,True yeld
ZEP18,2,28,5,2018,WHF07,9.2,WHF07,11,27,True yeld
ZIT21,1,6,6,2021,BAL17,6.379999905,BAL17,4,36,Milk
ZUC00,1,23,5,2000,CUC91,4.979999809,CUC91,9,22,True yeld
ZUC01,1,28,5,2001,CUC91,5.680000095,CUC91,10,27,Summer yeld
ZUC03,1,28,5,2003,CUC91,6.440000191,CUC91,12,27,True yeld
ZUC05,1,3,6,2005,CUC91,5.839999809,CUC91,14,33,True yeld
ZUC06,2,27,5,2006,CUC91,5.620000191,CUC91,15,26,Summer yeld
ZUC95,2,11,6,1995,CUC91,5.119999809,CUC91,4,41,Naive
ZUC96,2,4,6,1996,CUC91,5.62,CUC91,5,34,Milk
ZUC98,2,30,5,1998,CUC91,7.680000191,CUC91,7,29,True yeld
ZUN17,1,2,6,2017,NAV14,5.64,NAV14,3,32,Naive
ZUN18,1,8,6,2018,NAV14,5.979999809,NAV14,4,38,Winter yeld
ZUN19,2,31,5,2019,NAV14,6.599999619,NAV14,5,30,Winter yeld
ZUN22,1,24,5,2022,NAV14,6.340000095,NAV14,8,23,Milk
ZUN23,2,21,5,2023,NAV14,8.380000381,NAV14,9,20,Milk
