Female,DeerYear,ReprodStatus,Calf,SeenInRut,Fecundity,Age
COL74,1983,Milk,COB84,-1,1,9
COL74,1984,Milk,COB85,-1,1,10
COL74,1985,Winter yeld,COB86,-1,1,11
COL74,1986,Milk,COB87,0,1,12
COL74,1987,Summer yeld,COB88,-1,1,13
COL75,1978,Milk,COT79,-1,1,3
COL78,1981,Naive,MAX82,-1,1,3
COL78,1982,Winter yeld,,-1,0,4
COL78,1983,True yeld,MAX84,-1,1,5
COL78,1984,Milk,MAX85,-1,1,6
COL79,1982,Naive,MUR83,-1,1,3
COL79,1983,Summer yeld,MUR84,-1,1,4
COL79,1984,Milk,MUR85,-1,1,5
COL79,1985,Milk,,-1,0,6
COL79,1986,True yeld,MUR87,-1,1,7
COL79,1987,Milk,MUR88,-1,1,8
COL80,1983,Winter yeld,,-1,0,3
COL80,1984,True yeld,FAN85,-1,1,4
COL80,1985,Milk,FAN86,-1,1,5
COL80,1986,Winter yeld,FAN87,-1,1,6
COL80,1987,Milk,FAN88,-1,1,7
COL80,1988,Milk,,-1,0,8
COL80,1989,True yeld,FAN90,-1,1,9
COL80,1990,Milk,,-1,0,10
COL80,1991,True yeld,FAN92,-1,1,11
COL80,1992,Summer yeld,FAN93,-1,1,12
COL80,1993,Milk,FAN94,-1,1,13
COL80,1994,Summer yeld,FAN95,-1,1,14
COL80,1995,Summer yeld,FAN96,-1,1,15
COLLE,1972,Milk,COL73,0,1,3
COLLE,1973,Milk,COL74,-1,1,4
COLLE,1974,Milk,COL75,-1,1,5
COLLE,1975,Milk,COL76,-1,1,6
COLLE,1976,Milk,,-1,0,7
COLLE,1977,True yeld,COL78,-1,1,8
COLLE,1978,Milk,COL79,-1,1,9
COLLE,1979,Milk,COL80,-1,1,10
COLLE,1980,Milk,,-1,0,11
COLLE,1981,True yeld,COL82,-1,1,12
COM18,2021,Naive,MES22,-1,1,3
COM18,2022,Milk,,-1,0,4
COQ94,1997,Milk,,0,0,3
COQ94,1998,True yeld,,0,0,4
COQ94,1999,True yeld,ANT00,0,1,5
COQ94,2000,Milk,,0,0,6
COQ94,2001,True yeld,,-1,0,7
COT79,1982,Naive,NIC83,-1,1,3
COT79,1983,Milk,NIC84,0,1,4
COW79,1982,Naive,PAR83,-1,1,3
COW79,1983,Milk,,-1,0,4
COW79,1984,True yeld,PAR85,0,1,5
COW79,1985,Summer yeld,PAR86,0,1,6
COW79,1986,Milk,PAR87,0,1,7
COW79,1987,Summer yeld,PAR88,0,1,8
COW79,1988,Summer yeld,PAR89,0,1,9
COW79,1989,Summer yeld,,0,0,10
COW79,1990,True yeld,PAR91,0,1,11
COY75,1978,Naive,Dec-79,-1,1,3
COY75,1979,Milk,,-1,0,4
COY75,1980,True yeld,Dec-81,-1,1,5
COYHI,1966,Naive,,0,0,3
COYHI,1967,Naive,,0,0,4
COYHI,1968,Naive,,0,0,5
COYHI,1969,Naive,,0,0,6
COYHI,1970,Naive,COY71,-1,1,7
COYHI,1971,Milk,COY72,-1,1,8
COYHI,1972,Milk,COY73,0,1,9
COYHI,1973,Milk,COY74,-1,1,10
COYHI,1974,Summer yeld,COY75,-1,1,11
COYHI,1975,Milk,COY76,-1,1,12
COYHI,1976,Milk,,-1,0,13
CPS97,2000,Naive,,-1,0,3
CPS97,2001,Naive,CAY02,-1,1,4
CPS97,2002,Summer yeld,CAY03,-1,1,5
CPS97,2003,Milk,CAY04,0,1,6
CPS97,2004,Milk,CAY05,-1,1,7
CPY14,2017,Naive,,-1,0,3
CPY14,2018,Naive,CYP19,-1,1,4
CPY14,2019,Milk,CYP20,-1,1,5
CPY14,2020,Milk,CYP21,-1,1,6
CPY14,2021,Milk,,-1,0,7
CPY14,2022,True yeld,CYP23,-1,1,8
CPY16,2019,Naive,AGO20,-1,1,3
CPY16,2020,Winter yeld,AGO21,-1,1,4
CPY16,2021,Winter yeld,AGO22,-1,1,5
CPY16,2022,Winter yeld,AGO23,-1,1,6
CRA81,1984,Naive,FIS85,-1,1,3
CRB95,1998,Naive,,-1,0,3
CRB95,1999,Naive,,-1,0,4
CRB95,2000,Naive,WIS01,-1,1,5
CRB95,2001,Milk,WIS02,-1,1,6
CRB95,2002,Milk,WIS03,-1,1,7
CRB95,2003,Milk,WIS04,-1,1,8
CRB95,2004,Milk,WIS05,-1,1,9
CRB95,2005,Milk,WIS06,-1,1,10
CRB95,2006,Milk,,-1,0,11
CRB95,2007,True yeld,WIS08,-1,1,12
CRB95,2008,Milk,,-1,0,13
CRB95,2009,True yeld,WIS10,-1,1,14
CRB97,2000,Naive,,-1,0,3
CRB97,2001,Naive,,-1,0,4
CRB97,2002,Naive,,-1,0,5
CRB97,2003,Naive,COA04,-1,1,6
CRB97,2004,Winter yeld,,0,0,7
CRC91,1994,Naive,CUM95,-1,1,3
CRC91,1995,Milk,,-1,0,4
CRC91,1996,True yeld,CUM97,-1,1,5
CRC91,1997,Milk,CUM98,-1,1,6
CRC91,1998,Milk,,-1,0,7
CRC91,1999,True yeld,CUM00,-1,1,8
CRC91,2000,Milk,,-1,0,9
CRC91,2001,True yeld,CUM02,-1,1,10
CRK83,1986,Naive,FAD87,-1,1,3
CRK83,1987,Summer yeld,,-1,0,4
CRK83,1988,True yeld,FAD89,-1,1,5
CRM01,2004,Naive,AZU05,-1,1,3
CRM01,2005,Milk,,-1,0,4
CRM01,2006,True yeld,AZU07,-1,1,5
CRM01,2007,Milk,AZU08,-1,1,6
CRM01,2008,Milk,AZU09,-1,1,7
CRM01,2009,Summer yeld,AZU10,-1,1,8
CRM01,2010,Summer yeld,AZU11,-1,1,9
CRM01,2011,Summer yeld,AZU12,-1,1,10
CRM01,2012,Milk,AZU13,-1,1,11
CRM03,2006,Naive,MLT07,-1,1,3
CRM03,2007,Milk,MLT08,0,1,4
CRM03,2008,Milk,,-1,0,5
CRM03,2009,True yeld,MLT10,-1,1,6
CRM99,2002,Naive,SCT03,-1,1,3
CRM99,2003,Milk,,-1,0,4
CRM99,2004,True yeld,SCT05,-1,1,5
CRM99,2005,Milk,,-1,0,6
CRM99,2006,True yeld,SCT07,-1,1,7
CRM99,2007,Milk,,-1,0,8
CRM99,2008,True yeld,SCT09,-1,1,9
CRM99,2009,Milk,,-1,0,10
CRO90,1993,Naive,,-1,0,3
CRO90,1994,Naive,ORC95,-1,1,4
CRO90,1995,Milk,,-1,0,5
CRO90,1996,True yeld,ORC97,-1,1,6
CRO90,1997,Milk,ORC98,-1,1,7
CROTT,1969,Naive,CRT70,0,1,3
CROTT,1970,Winter yeld,CRT71,-1,1,4
CROTT,1971,Milk,CRT72,-1,1,5
CROTT,1972,Milk,CRT73,0,1,6
CROTT,1973,Winter yeld,CRT74,-1,1,7
CROTT,1974,Milk,CRT75,-1,1,8
CROTT,1975,Winter yeld,CRT76,-1,1,9
CROTT,1976,Milk,CRT77,-1,1,10
CROTT,1977,Milk,,-1,0,11
CROTT,1978,True yeld,CRT79,-1,1,12
CROTT,1979,Winter yeld,,-1,0,13
CROTT,1980,True yeld,CRT81,-1,1,14
CRT71,1974,Milk,,-1,0,3
CRT71,1975,True yeld,LIC76,-1,1,4
CRT71,1976,Milk,LIC77,-1,1,5
CRT71,1977,Summer yeld,LIC78,-1,1,6
CRT71,1978,Winter yeld,LIC79,-1,1,7
CRT74,1977,Naive,MOS78,-1,1,3
CRT74,1978,Milk,,-1,0,4
CRT74,1979,True yeld,MOS80,-1,1,5
CRT74,1980,Milk,,-1,0,6
CRT74,1981,True yeld,MOS82,-1,1,7
CRT74,1982,Winter yeld,MOS83,-1,1,8
CRT74,1983,Milk,,-1,0,9
CRT74,1984,True yeld,MOS85,-1,1,10
CRT76,1979,Naive,SAF80,-1,1,3
CRT76,1980,Milk,,-1,0,4
CRT76,1981,True yeld,SAF82,-1,1,5
CRT76,1982,Milk,SAF83,-1,1,6
CRT76,1983,Winter yeld,SAF84,-1,1,7
CRT76,1984,Milk,SAF85,-1,1,8
CRT76,1985,Milk,,-1,0,9
CRT76,1986,True yeld,SAF87,-1,1,10
CRT76,1987,Summer yeld,SAF88,-1,1,11
CRT76,1988,Milk,SAF89,-1,1,12
CRT76,1989,Milk,SAF90,-1,1,13
CRT76,1990,Winter yeld,,-1,0,14
CRT76,1991,True yeld,SAF92,-1,1,15
CRX14,2017,Naive,ALO18,-1,1,3
CRX14,2018,Milk,,-1,0,4
CRX14,2019,True yeld,ALO20,-1,1,5
CRX14,2020,Milk,,-1,0,6
CRX14,2021,True yeld,ALO22,-1,1,7
CRX14,2022,Milk,ALO23,-1,1,8
CSK98,2001,Naive,GOB02,-1,1,3
CSK98,2002,Winter yeld,,-1,0,4
CSK98,2003,True yeld,GOB04,-1,1,5
CUC84,1987,Naive,,-1,0,3
CUC84,1988,Naive,,-1,0,4
CUC84,1989,Naive,COU90,-1,1,5
CUC84,1990,Summer yeld,COU91,-1,1,6
CUC84,1991,Winter yeld,,-1,0,7
CUC84,1992,True yeld,,-1,0,8
CUC84,1993,True yeld,COU94,-1,1,9
CUC84,1994,Summer yeld,COU95,-1,1,10
CUC84,1995,Summer yeld,COU96,-1,1,11
CUC91,1994,Naive,ZUC95,-1,1,3
CUC91,1995,Milk,ZUC96,-1,1,4
CUC91,1996,Milk,,-1,0,5
CUC91,1997,True yeld,ZUC98,-1,1,6
CUC91,1998,Milk,,-1,0,7
CUC91,1999,True yeld,ZUC00,-1,1,8
CUC91,2000,Summer yeld,ZUC01,-1,1,9
CUC91,2001,Milk,,-1,0,10
CUC91,2002,True yeld,ZUC03,-1,1,11
CUC91,2003,Milk,,-1,0,12
CUC91,2004,True yeld,ZUC05,-1,1,13
CUC91,2005,Summer yeld,ZUC06,-1,1,14
CUR78,1981,Naive,WHA82,-1,1,3
CUR78,1982,Winter yeld,WHA83,-1,1,4
CUR78,1983,Milk,WHA84,-1,1,5
CUR78,1984,Milk,,-1,0,6
CUR78,1985,True yeld,WHA86,-1,1,7
CUR78,1986,Winter yeld,WHA87,-1,1,8
CUR78,1987,Milk,,-1,0,9
CUR78,1988,True yeld,WHA89,-1,1,10
CUR78,1989,Milk,,-1,0,11
CUR78,1990,True yeld,WHA91,-1,1,12
DAK12,2015,Naive,CES16,-1,1,3
DAK12,2016,Summer yeld,CES17,-1,1,4
DAK12,2017,Milk,,-1,0,5
DAK12,2018,True yeld,CES19,-1,1,6
DAK12,2019,Milk,CES20,-1,1,7
DAK12,2020,Milk,CES21,-1,1,8
DAK12,2021,Milk,,-1,0,9
DAK12,2022,True yeld,CES23,-1,1,10
DAK16,2019,Naive,IOW20,0,1,3
DAM78,1981,Naive,,-1,0,3
DAM78,1982,Naive,,-1,0,4
DAM78,1983,Naive,PLU84,0,1,5
DAM78,1984,Milk,PLU85,0,1,6
DAM78,1985,Milk,,-1,0,7
DAN90,1993,Naive,FOP94,-1,1,3
DAN90,1994,Winter yeld,FOP95,-1,1,4
DAN90,1995,Summer yeld,FOP96,-1,1,5
DAN90,1996,Winter yeld,FOP97,-1,1,6
DAN90,1997,Milk,FOP98,-1,1,7
DAN90,1998,Winter yeld,FOP99,-1,1,8
DAN90,1999,Winter yeld,,-1,0,9
DAN90,2000,True yeld,FOP01,-1,1,10
DAN90,2001,Winter yeld,,-1,0,11
DAN90,2002,True yeld,FOP03,-1,1,12
DAN90,2003,Milk,FOP04,-1,1,13
DAN95,1998,Naive,,-1,0,3
DAN95,1999,Naive,,-1,0,4
DAN95,2000,Naive,,-1,0,5
DAN95,2001,Naive,,-1,0,6
DAN95,2002,Naive,,-1,0,7
DAN95,2003,Naive,,-1,0,8
DAN95,2004,Naive,,-1,0,9
DAN95,2005,Naive,,-1,0,10
DAN95,2006,Naive,,-1,0,11
DAN95,2007,Naive,,-1,0,12
DAN95,2008,Naive,,-1,0,13
DAN95,2009,Naive,,-1,0,14
DAN95,2010,Naive,,-1,0,15
DAN95,2011,Naive,,-1,0,16
DAN95,2012,Naive,,-1,0,17
DAN95,2013,Naive,,-1,0,18
DAN95,2014,Naive,,-1,0,19
DAN95,2015,Naive,,-1,0,20
DAN95,2016,Naive,,-1,0,21
DAW12,2015,Naive,AML16,-1,1,3
DAW12,2016,Milk,,-1,0,4
DAW12,2017,True yeld,,-1,0,5
DAW12,2018,True yeld,,-1,0,6
DAW12,2019,True yeld,AML20,-1,1,7
DAW12,2020,Milk,,-1,0,8
DAW12,2021,True yeld,AML22,-1,1,9
DAW12,2022,Milk,,-1,0,10
DBL89,1992,Naive,,0,0,3
DBL89,1993,Naive,DPU94,0,1,4
DBL89,1994,Milk,DPU95,-1,1,5
DBL89,1995,Milk,DPU96,-1,1,6
DBL89,1996,Winter yeld,DPU97,-1,1,7
DBL89,1997,Milk,DPU98,-1,1,8
Dec-79,1982,Naive,ILL83,-1,1,3
DEN11,2014,Naive,,0,0,3
DEN11,2015,Naive,,0,0,4
DEO03,2006,Milk,LNX07,-1,1,3
DEO03,2007,Milk,,0,0,4
DIC94,1997,Naive,,-1,0,3
DIC94,1998,Naive,MOU99,-1,1,4
DIC94,1999,Milk,MOU00,-1,1,5
DIC94,2000,Milk,MOU01,-1,1,6
DIC94,2001,Winter yeld,MOU02,-1,1,7
DIC94,2002,Milk,MOU03,-1,1,8
DIC94,2003,Milk,,-1,0,9
DIC94,2004,True yeld,MOU05,-1,1,10
DIC94,2005,Milk,MOU06,-1,1,11
DIC94,2006,Milk,MOU07,-1,1,12
DIC94,2007,Winter yeld,MOU08,-1,1,13
DIC94,2008,Milk,MOU09,-1,1,14
DIC94,2009,Milk,,-1,0,15
DIC95,1998,Naive,WAL99,-1,1,3
DIC95,1999,Winter yeld,WAL00,-1,1,4
DIC95,2000,Milk,WAL01,-1,1,5
DIC95,2001,Summer yeld,WAL02,-1,1,6
DIC95,2002,Milk,WAL03,-1,1,7
DIC95,2003,Milk,WAL04,-1,1,8
DIC95,2004,Winter yeld,WAL05,-1,1,9
DIC95,2005,Summer yeld,WAL06,-1,1,10
DIC95,2006,Milk,WAL07,-1,1,11
DIC95,2007,Winter yeld,WAL08,-1,1,12
DIC95,2008,Winter yeld,WAL09,-1,1,13
DIC95,2009,Winter yeld,WAL10,-1,1,14
DIC95,2010,Summer yeld,WAL11,-1,1,15
DIC95,2011,Milk,,-1,0,16
DIC95,2012,True yeld,WAL13,-1,1,17
DIC95,2013,Summer yeld,,-1,0,18
DIC95,2014,True yeld,,-1,0,19
DIC95,2015,True yeld,,-1,0,20
DID06,2009,Naive,ULU10,-1,1,3
DID06,2010,Milk,,-1,0,4
DID06,2011,True yeld,ULU12,-1,1,5
DID06,2012,Milk,,-1,0,6
DID06,2013,True yeld,ULU14,-1,1,7
DID06,2014,Milk,ULU15,-1,1,8
DID06,2015,Milk,ULU16,-1,1,9
DID06,2016,Milk,,-1,0,10
DID06,2017,True yeld,ULU18,0,1,11
DID06,2018,Milk,ULU19,0,1,12
DID08,2011,Naive,,-1,0,3
DID08,2012,Naive,,-1,0,4
DID08,2013,Naive,,-1,0,5
DID08,2014,Naive,BBG15,-1,1,6
DID08,2015,Milk,BBG16,-1,1,7
DID09,2012,Milk,,-1,0,3
DID13,2016,Naive,BNG17,-1,1,3
DIL01,2004,Naive,MNN05,-1,1,3
DKPTH,1981,Naive,,0,0,3
DKPTH,1982,Naive,,0,0,4
DKPTH,1983,Naive,,0,0,5
DKPTH,1984,Naive,,0,0,6
DKPTH,1985,Naive,DKP86,0,1,7
DKPTH,1986,Milk,,0,0,8
DKPTH,1987,True yeld,DKP88,0,1,9
DKPTH,1988,Milk,,0,0,10
DKPTH,1989,True yeld,,0,0,11
DKPTH,1990,True yeld,,0,0,12
DOC94,1997,Naive,NET98,-1,1,3
DOC94,1998,Winter yeld,NET99,-1,1,4
DOC94,1999,Milk,,-1,0,5
DOC94,2000,True yeld,NET01,-1,1,6
DOC94,2001,Winter yeld,NET02,-1,1,7
DOC94,2002,Milk,NET03,-1,1,8
DOC94,2003,Milk,NET04,-1,1,9
DOC94,2004,Winter yeld,,-1,0,10
DOC94,2005,True yeld,NET06,-1,1,11
DOC94,2006,Summer yeld,NET07,-1,1,12
DOC94,2007,Milk,NET08,-1,1,13
DOC96,1999,Naive,OXY00,-1,1,3
DOC96,2000,Summer yeld,OXY01,-1,1,4
DOC96,2001,Milk,,-1,0,5
DOC96,2002,True yeld,OXY03,-1,1,6
DOC96,2003,Milk,,-1,0,7
DOC96,2004,True yeld,OXY05,-1,1,8
DOC96,2005,Milk,OXY06,-1,1,9
DOC96,2006,Milk,,-1,0,10
DOC96,2007,True yeld,OXY08,-1,1,11
DOC96,2008,Milk,OXY09,-1,1,12
DOC96,2009,Milk,,-1,0,13
DOC96,2010,True yeld,OXY11,-1,1,14
DOC96,2011,Milk,,0,0,15
DOC97,2000,Naive,RMX01,-1,1,3
DOR78,1981,Naive,LUZ82,-1,1,3
DOR78,1982,Milk,,-1,0,4
DOR78,1983,True yeld,LUZ84,-1,1,5
DOR78,1984,Summer yeld,LUZ85,-1,1,6
DOR78,1985,Milk,LUZ86,-1,1,7
DOR78,1986,Milk,LUZ87,-1,1,8
DOR78,1987,Milk,LUZ88,-1,1,9
DOR78,1988,Winter yeld,LUZ89,-1,1,10
DOR78,1989,Summer yeld,LUZ90,-1,1,11
DOR78,1990,Summer yeld,LUZ91,0,1,12
DOR82,1985,Naive,DUI86,-1,1,3
DOR82,1986,Summer yeld,DUI87,-1,1,4
DOR82,1987,Milk,,-1,0,5
DOR82,1988,True yeld,DUI89,-1,1,6
DOR82,1989,Milk,,-1,0,7
DOR82,1990,True yeld,DUI91,-1,1,8
DOT02,2005,Naive,VNL06,-1,1,3
DOT02,2006,Milk,,-1,0,4
DOT02,2007,True yeld,,-1,0,5
DOT02,2008,True yeld,VNL09,-1,1,6
DOT02,2009,Summer yeld,,-1,0,7
DOT02,2010,True yeld,VNL11,-1,1,8
DOT02,2011,Milk,,-1,0,9
DOT02,2012,True yeld,VNL13,-1,1,10
DTN04,2007,Milk,CCK08,-1,1,3
DTN04,2008,Milk,,-1,0,4
DUB11,2014,Naive,,-1,0,3
DUB11,2015,Naive,FVA16,0,1,4
DUB11,2016,Summer yeld,FVA17,-1,1,5
DUB11,2017,Summer yeld,FVA18,0,1,6
DUB14,2017,Naive,IFF18,0,1,3
DUB15,2018,Naive,BRB19,-1,1,3
DUB15,2019,Milk,BRB20,-1,1,4
EBO90,1993,Naive,IVO94,-1,1,3
EBO90,1994,Winter yeld,,-1,0,4
EBO90,1995,True yeld,IVO96,-1,1,5
EBO90,1996,Milk,IVO97,-1,1,6
EBO90,1997,Milk,IVO98,-1,1,7
EBO90,1998,Summer yeld,IVO99,-1,1,8
EBO90,1999,Milk,,-1,0,9
EBO90,2000,True yeld,IVO01,-1,1,10
EBO90,2001,Winter yeld,,-1,0,11
EBO90,2002,True yeld,IVO03,-1,1,12
EDD13,2016,Naive,VOR17,-1,1,3
EDD13,2017,Winter yeld,VOR18,-1,1,4
EDD13,2018,Winter yeld,VOR19,-1,1,5
EDD13,2019,Milk,VOR20,-1,1,6
EDD13,2020,Milk,VOR21,-1,1,7
EDD17,2020,Naive,,-1,0,3
EDD17,2021,Naive,,-1,0,4
EDD17,2022,Naive,TRR23,-1,1,5
EGR91,1994,Naive,SQU95,-1,1,3
EGR91,1995,Milk,,-1,0,4
EGR91,1996,True yeld,SQU97,-1,1,5
EGR91,1997,Milk,SQU98,-1,1,6
EGR91,1998,Milk,,-1,0,7
EGR91,1999,True yeld,SQU00,-1,1,8
EGR91,2000,Summer yeld,SQU01,-1,1,9
EGR91,2001,Milk,,-1,0,10
EGR91,2002,True yeld,SQU03,-1,1,11
EGR91,2003,Summer yeld,SQU04,-1,1,12
EGR96,1999,Naive,HRN00,-1,1,3
EGR96,2000,Summer yeld,HRN01,-1,1,4
EID03,2006,Naive,SCP07,-1,1,3
EID03,2007,Winter yeld,,-1,0,4
EID03,2008,True yeld,SCP09,-1,1,5
EID03,2009,Milk,,-1,0,6
EID03,2010,True yeld,,-1,0,7
EID03,2011,True yeld,SCP12,-1,1,8
EID03,2012,Summer yeld,SCP13,-1,1,9
EID03,2013,Summer yeld,SCP14,-1,1,10
EID03,2014,Winter yeld,SCP15,-1,1,11
EID03,2015,Milk,,-1,0,12
EID03,2016,True yeld,SCP17,-1,1,13
EIF81,1984,Naive,FIL85,-1,1,3
EIF81,1985,Summer yeld,FIL86,-1,1,4
EIF81,1986,Milk,,-1,0,5
EIF81,1987,True yeld,FIL88,-1,1,6
EIF81,1988,Milk,,-1,0,7
EIF81,1989,True yeld,FIL90,-1,1,8
EIF81,1990,Milk,,-1,0,9
EIF81,1991,True yeld,FIL92,-1,1,10
EKA17,2020,Naive,,-1,0,3
EKA17,2021,Naive,PPU22,-1,1,4
EKA17,2022,Summer yeld,PPU23,-1,1,5
ELG66,1969,Naive,THI70,0,1,3
ELG66,1970,Summer yeld,,0,0,4
ELG66,1971,True yeld,THI72,-1,1,5
ELG66,1972,Milk,THI73,0,1,6
ELG66,1973,Milk,THI74,-1,1,7
ELG66,1974,Milk,,-1,0,8
ELG66,1975,True yeld,THI76,-1,1,9
ELG66,1976,Milk,,-1,0,10
ELG66,1977,True yeld,THI78,0,1,11
ELG68,1971,Naive,BRA72,-1,1,3
ELG68,1972,Milk,BRA73,0,1,4
ELG68,1973,Summer yeld,BRA74,-1,1,5
ELG68,1974,Milk,,-1,0,6
ELG68,1975,True yeld,BRA76,-1,1,7
ELG68,1976,Milk,BRA77,-1,1,8
ELG68,1977,Milk,,-1,0,9
ELG68,1978,True yeld,BRA79,-1,1,10
ELG68,1979,Milk,BRA80,-1,1,11
ELG68,1980,Summer yeld,BRA81,-1,1,12
ELG71,1974,Milk,,-1,0,3
ELG71,1975,True yeld,JOS76,-1,1,4
ELG71,1976,Summer yeld,JOS77,-1,1,5
ELG71,1977,Milk,JOS78,-1,1,6
ELG71,1978,Winter yeld,JOS79,-1,1,7
ELG71,1979,Milk,,-1,0,8
ELG71,1980,True yeld,JOS81,-1,1,9
ELG71,1981,Milk,JOS82,-1,1,10
ELGRE,1962,Naive,,0,0,3
ELGRE,1963,Naive,,0,0,4
ELGRE,1964,Naive,,0,0,5
ELGRE,1965,Naive,,0,0,6
ELGRE,1966,Naive,,0,0,7
ELGRE,1967,Naive,ELG68,0,1,8
ELGRE,1968,Milk,,0,0,9
ELGRE,1969,True yeld,ELG70,0,1,10
ELGRE,1970,Winter yeld,ELG71,0,1,11
ELGRE,1971,Milk,ELG72,-1,1,12
ELGRE,1972,Summer yeld,ELG73,0,1,13
ELK17,2020,Naive,MIL21,-1,1,3
ELK18,2021,Milk,GIS22,-1,1,3
ELK18,2022,Milk,GIS23,-1,1,4
EMB08,2011,Naive,,0,0,3
EMB08,2012,Naive,ALI13,0,1,4
EMB12,2015,Milk,FLM16,-1,1,3
EMB12,2016,Milk,,-1,0,4
EMB12,2017,True yeld,FLM18,-1,1,5
EMB12,2018,Milk,FLM19,-1,1,6
EMU18,2021,Milk,,-1,0,3
EMU18,2022,True yeld,RHA23,-1,1,4
EMU19,2022,Milk,,0,0,3
EOL86,1989,Naive,,-1,0,3
EOL86,1990,Naive,ELE91,-1,1,4
EOL86,1991,Summer yeld,ELE92,0,1,5
FAD89,1992,Naive,,0,0,3
FAD89,1993,Naive,,0,0,4
FAG79,1982,Naive,PET83,-1,1,3
FAG79,1983,Milk,,-1,0,4
FAG79,1984,True yeld,PET85,-1,1,5
FAG79,1985,Milk,,-1,0,6
FAG79,1986,True yeld,PET87,-1,1,7
FAG79,1987,Milk,PET88,-1,1,8
FAL01,2004,Naive,STE05,-1,1,3
FAL01,2005,Milk,,-1,0,4
FAL01,2006,True yeld,STE07,-1,1,5
FAL01,2007,Milk,STE08,0,1,6
FAL01,2008,Summer yeld,,0,0,7
FAL03,2006,Naive,HMS07,-1,1,3
FAL03,2007,Milk,,0,0,4
FAL03,2008,True yeld,,0,0,5
FAL99,2002,Naive,FRR03,-1,1,3
FAL99,2003,Milk,FRR04,-1,1,4
FAL99,2004,Summer yeld,FRR05,-1,1,5
FAL99,2005,Milk,FRR06,-1,1,6
FAL99,2006,Milk,,-1,0,7
FAL99,2007,True yeld,FRR08,-1,1,8
FAL99,2008,Milk,FRR09,0,1,9
FAN88,1991,Naive,TNG92,-1,1,3
FAN88,1992,Winter yeld,,-1,0,4
FAN88,1993,True yeld,TNG94,-1,1,5
FAN88,1994,Milk,TNG95,-1,1,6
FAN88,1995,Milk,TNG96,-1,1,7
FAN88,1996,Milk,TNG97,-1,1,8
FAN88,1997,Milk,,-1,0,9
FAN88,1998,True yeld,TNG99,-1,1,10
FAN90,1993,Milk,GRA94,-1,1,3
FAN90,1994,Winter yeld,GRA95,-1,1,4
FAN90,1995,Milk,GRA96,-1,1,5
FAN90,1996,Milk,GRA97,-1,1,6
FAN90,1997,Summer yeld,GRA98,-1,1,7
FAN90,1998,Milk,GRA99,-1,1,8
FAN90,1999,Milk,GRA00,-1,1,9
FAN90,2000,Milk,GRA01,-1,1,10
FAN90,2001,Winter yeld,GRA02,-1,1,11
FAN90,2002,Milk,GRA03,-1,1,12
FAN90,2003,Milk,GRA04,-1,1,13
FAN90,2004,Winter yeld,,-1,0,14
FAN90,2005,True yeld,GRA06,-1,1,15
FAN90,2006,Summer yeld,GRA07,-1,1,16
FAN93,1996,Naive,MDL97,-1,1,3
FAN93,1997,Winter yeld,MDL98,-1,1,4
FAN93,1998,Winter yeld,MDL99,-1,1,5
FAN93,1999,Winter yeld,,-1,0,6
FAN93,2000,True yeld,MDL01,-1,1,7
FAN93,2001,Winter yeld,,-1,0,8
FAN93,2002,True yeld,MDL03,-1,1,9
FAN93,2003,Milk,MDL04,-1,1,10
FAN93,2004,Winter yeld,,0,0,11
FDL00,2003,Naive,DID04,-1,1,3
FDL00,2004,Winter yeld,,-1,0,4
FDL00,2005,True yeld,DID06,-1,1,5
FDL00,2006,Milk,,-1,0,6
FDL00,2007,True yeld,DID08,-1,1,7
FDL00,2008,Milk,DID09,-1,1,8
FDL00,2009,Milk,,-1,0,9
FDL00,2010,True yeld,,-1,0,10
FDL00,2011,True yeld,DID12,-1,1,11
FDL00,2012,Milk,DID13,-1,1,12
FDL00,2013,Milk,DID14,-1,1,13
FDL03,2006,Naive,,-1,0,3
FDL03,2007,Naive,LUT08,-1,1,4
FDL03,2008,Milk,,-1,0,5
FDL03,2009,True yeld,LUT10,-1,1,6
FDL03,2010,Milk,,-1,0,7
FDL03,2011,True yeld,LUT12,-1,1,8
FDL03,2012,Milk,,-1,0,9
FDL03,2013,True yeld,,-1,0,10
FDL03,2014,True yeld,LUT15,-1,1,11
FDL03,2015,Summer yeld,LUT16,-1,1,12
FDL94,1997,Naive,MND98,-1,1,3
FDL94,1998,Winter yeld,MND99,-1,1,4
FDL94,1999,Milk,,-1,0,5
FDL94,2000,True yeld,,-1,0,6
FDL94,2001,True yeld,,-1,0,7
FDL94,2002,True yeld,MND03,-1,1,8
FDL96,1999,Naive,,-1,0,3
FDL96,2000,Naive,BNJ01,-1,1,4
FDL96,2001,Winter yeld,,-1,0,5
FDL96,2002,True yeld,BNJ03,-1,1,6
FDL99,2002,Naive,,-1,0,3
FDL99,2003,Naive,UKL04,-1,1,4
FDL99,2004,Summer yeld,UKL05,-1,1,5
FDL99,2005,Milk,UKL06,-1,1,6
FDL99,2006,Milk,,-1,0,7
FDL99,2007,True yeld,UKL08,-1,1,8
FDL99,2008,Milk,UKL09,-1,1,9
FDL99,2009,Milk,,-1,0,10
FDL99,2010,True yeld,UKL11,-1,1,11
FDL99,2011,Milk,UKL12,-1,1,12
FDL99,2012,Milk,UKL13,0,1,13
FDL99,2013,Summer yeld,UKL14,0,1,14
FDL99,2014,Milk,,-1,0,15
FEA87,1990,Naive,LPW91,-1,1,3
FEA87,1991,Milk,,-1,0,4
