Female,DeerYear,ReprodStatus,Calf,SeenInRut,Fecundity,Age
FEA87,1992,True yeld,LPW93,-1,1,5
FEA87,1993,Milk,LPW94,-1,1,6
FEA87,1994,Summer yeld,LPW95,-1,1,7
FEA87,1995,Milk,,-1,0,8
FEA87,1996,True yeld,LPW97,-1,1,9
FEA87,1997,Milk,LPW98,-1,1,10
FEA87,1998,Winter yeld,LPW99,-1,1,11
FEA87,1999,Summer yeld,LPW00,-1,1,12
FEA87,2000,Summer yeld,LPW01,-1,1,13
FEA94,1997,Naive,TRI98,-1,1,3
FEA94,1998,Winter yeld,,-1,0,4
FEA94,1999,True yeld,,-1,0,5
FEA94,2000,True yeld,TRI01,-1,1,6
FEA94,2001,Winter yeld,,-1,0,7
FEA95,1998,Naive,DOW99,-1,1,3
FEA95,1999,Summer yeld,,-1,0,4
FEA95,2000,True yeld,DOW01,-1,1,5
FEA95,2001,Summer yeld,DOW02,-1,1,6
FEE71,1974,Milk,,-1,0,3
FEE71,1975,True yeld,BRF76,-1,1,4
FEE71,1976,Milk,BRF77,-1,1,5
FEE71,1977,Milk,,-1,0,6
FEE71,1978,True yeld,BRF79,-1,1,7
FEE71,1979,Milk,,-1,0,8
FEE71,1980,True yeld,BRF81,-1,1,9
FEE71,1981,Summer yeld,BRF82,-1,1,10
FEE75,1978,Naive,PHO79,-1,1,3
FEE75,1979,Summer yeld,PHO80,-1,1,4
FEEDE,1969,Naive,FEE70,0,1,3
FEEDE,1970,Milk,FEE71,-1,1,4
FEEDE,1971,Milk,FEE72,-1,1,5
FEEDE,1972,Milk,FEE73,0,1,6
FEEDE,1973,Milk,FEE74,-1,1,7
FEEDE,1974,Winter yeld,FEE75,-1,1,8
FEN89,1992,Naive,FIN93,-1,1,3
FEN89,1993,Milk,FIN94,-1,1,4
FEN89,1994,Milk,FIN95,-1,1,5
FEN89,1995,Milk,FIN96,-1,1,6
FEN89,1996,Milk,FIN97,-1,1,7
FEN89,1997,Milk,,-1,0,8
FEN89,1998,True yeld,FIN99,-1,1,9
FEN90,1993,Naive,,-1,0,3
FEN90,1994,Naive,DIL95,-1,1,4
FEN90,1995,Winter yeld,DIL96,-1,1,5
FEN90,1996,Summer yeld,DIL97,-1,1,6
FEN90,1997,Summer yeld,DIL98,-1,1,7
FEN90,1998,Winter yeld,DIL99,0,1,8
FEN90,1999,Milk,,-1,0,9
FEN90,2000,True yeld,DIL01,-1,1,10
FEN90,2001,Milk,DIL02,0,1,11
FID86,1989,Naive,,-1,0,3
FID86,1990,Naive,,-1,0,4
FID86,1991,Naive,CHA92,-1,1,5
FIL90,1993,Milk,COQ94,-1,1,3
FIL90,1994,Milk,COQ95,-1,1,4
FIL90,1995,Milk,COQ96,-1,1,5
FIN93,1996,Milk,,-1,0,3
FIN93,1997,True yeld,,0,0,4
FIN93,1998,True yeld,CRD99,0,1,5
FIN93,1999,Summer yeld,,0,0,6
FIN93,2000,True yeld,CRD01,0,1,7
FLA85,1988,Naive,NAK89,-1,1,3
FLA85,1989,Milk,NAK90,-1,1,4
FLA85,1990,Milk,,-1,0,5
FLA85,1991,True yeld,NAK92,-1,1,6
FLG98,2001,Naive,,-1,0,3
FLG98,2002,Naive,SLR03,-1,1,4
FLG98,2003,Winter yeld,,-1,0,5
FLG98,2004,True yeld,SLR05,-1,1,6
FLG98,2005,Winter yeld,SLR06,-1,1,7
FLG98,2006,Winter yeld,,-1,0,8
FLG98,2007,True yeld,SLR08,-1,1,9
FLG98,2008,Winter yeld,SLR09,-1,1,10
FLG98,2009,Summer yeld,SLR10,-1,1,11
FLG98,2010,Summer yeld,SLR11,-1,1,12
FLG98,2011,Winter yeld,,-1,0,13
FLG98,2012,True yeld,SLR13,-1,1,14
FMR06,2009,Naive,,-1,0,3
FMR06,2010,Naive,,-1,0,4
FMR06,2011,Naive,FIB12,-1,1,5
FMR06,2012,Milk,FIB13,-1,1,6
FOP97,2000,Naive,FNY01,-1,1,3
FOP97,2001,Winter yeld,,0,0,4
FRE83,1986,Naive,BAN87,-1,1,3
FRE83,1987,Milk,,-1,0,4
FRE83,1988,True yeld,BAN89,-1,1,5
FRE83,1989,Milk,BAN90,-1,1,6
FRE83,1990,Winter yeld,BAN91,0,1,7
FRE83,1991,Milk,BAN92,0,1,8
FRE83,1992,Summer yeld,BAN93,0,1,9
FRE89,1992,Naive,FRI93,0,1,3
FRO93,1996,Naive,CLU97,0,1,3
FRR03,2006,Naive,NOS07,-1,1,3
FRR03,2007,Milk,,-1,0,4
FRR03,2008,True yeld,NOS09,0,1,5
FRT06,2009,Naive,,-1,0,3
FRT06,2010,Naive,SWT11,-1,1,4
FRT06,2011,Milk,SWT12,-1,1,5
FRT06,2012,Milk,SWT13,-1,1,6
FRT06,2013,Milk,,-1,0,7
FRT06,2014,True yeld,SWT15,-1,1,8
FRT06,2015,Milk,SWT16,-1,1,9
FRT06,2016,Milk,SWT17,-1,1,10
FRT06,2017,Milk,,-1,0,11
FRT06,2018,True yeld,SWT19,-1,1,12
FRT06,2019,Milk,,-1,0,13
FRT06,2020,True yeld,,-1,0,14
FRT06,2021,True yeld,SWT22,-1,1,15
FRT07,2010,Naive,PPL11,-1,1,3
FRT07,2011,Milk,PPL12,-1,1,4
FRT07,2012,Milk,,-1,0,5
FRT07,2013,True yeld,PPL14,-1,1,6
FRT07,2014,Milk,PPL15,-1,1,7
FRT07,2015,Milk,PPL16,-1,1,8
FTH03,2006,Naive,GCE07,-1,1,3
FTH03,2007,Summer yeld,GCE08,-1,1,4
FTH03,2008,Milk,,-1,0,5
FTH08,2011,Naive,HOP12,-1,1,3
FTH08,2012,Milk,,-1,0,4
FUL83,1986,Naive,MNX87,-1,1,3
FUL83,1987,Summer yeld,MNX88,-1,1,4
FUL83,1988,Summer yeld,MNX89,-1,1,5
FUL83,1989,Milk,MNX90,-1,1,6
FUL83,1990,Milk,,-1,0,7
FUL83,1991,True yeld,MNX92,-1,1,8
FUL85,1988,Naive,WIL89,-1,1,3
FUL85,1989,Winter yeld,,-1,0,4
FUL85,1990,True yeld,WIL91,-1,1,5
FUL85,1991,Summer yeld,WIL92,-1,1,6
FUL86,1989,Naive,,-1,0,3
FUL86,1990,Naive,SKU91,-1,1,4
FUL86,1991,Winter yeld,,-1,0,5
FUL86,1992,True yeld,SKU93,-1,1,6
FUL86,1993,Milk,SKU94,-1,1,7
FUL86,1994,Winter yeld,SKU95,-1,1,8
FUL86,1995,Milk,SKU96,-1,1,9
FUL86,1996,Milk,SKU97,-1,1,10
FUL86,1997,Milk,,-1,0,11
FUL86,1998,True yeld,SKU99,-1,1,12
FUL86,1999,Winter yeld,,-1,0,13
FUL86,2000,True yeld,SKU01,-1,1,14
FUL87,1990,Naive,ALB91,-1,1,3
FUL87,1991,Winter yeld,ALB92,-1,1,4
FUL87,1992,Summer yeld,ALB93,-1,1,5
FUL87,1993,Milk,ALB94,-1,1,6
FUL87,1994,Milk,ALB95,-1,1,7
FUL87,1995,Milk,,-1,0,8
FUL87,1996,True yeld,ALB97,-1,1,9
FUL89,1992,Naive,BNX93,-1,1,3
FUL89,1993,Milk,BNX94,-1,1,4
FUL89,1994,Milk,BNX95,-1,1,5
FUL89,1995,Milk,BNX96,-1,1,6
FUL89,1996,Milk,BNX97,-1,1,7
FUL89,1997,Milk,BNX98,-1,1,8
FUL89,1998,Milk,BNX99,-1,1,9
FUL93,1996,Naive,HIR97,-1,1,3
FUL93,1997,Summer yeld,HIR98,-1,1,4
FUL93,1998,Summer yeld,HIR99,-1,1,5
FUL93,1999,Milk,,-1,0,6
FUL93,2000,True yeld,HIR01,-1,1,7
FUL93,2001,Winter yeld,,-1,0,8
FUL93,2002,True yeld,HIR03,-1,1,9
FUL93,2003,Milk,,-1,0,10
FUL93,2004,True yeld,HIR05,-1,1,11
FUL93,2005,Winter yeld,,-1,0,12
FUL93,2006,True yeld,,-1,0,13
FUL93,2007,True yeld,HIR08,-1,1,14
GAL85,1988,Naive,AST89,-1,1,3
GAL85,1989,Summer yeld,AST90,-1,1,4
GAL85,1990,Milk,AST91,-1,1,5
GAL85,1991,Milk,,-1,0,6
GAL85,1992,True yeld,AST93,-1,1,7
GAL85,1993,Winter yeld,AST94,-1,1,8
GAL85,1994,Winter yeld,AST95,-1,1,9
GAL85,1995,Milk,,-1,0,10
GAL85,1996,True yeld,AST97,0,1,11
GAL89,1992,Naive,,-1,0,3
GAL89,1993,Naive,STA94,-1,1,4
GAL89,1994,Winter yeld,STA95,-1,1,5
GAL89,1995,Winter yeld,,-1,0,6
GAL89,1996,True yeld,STA97,-1,1,7
GAL89,1997,Milk,STA98,-1,1,8
GAL89,1998,Summer yeld,,-1,0,9
GAL89,1999,True yeld,STA00,-1,1,10
GAL89,2000,Winter yeld,,0,0,11
GEC95,1998,Naive,SLA99,-1,1,3
GEC95,1999,Summer yeld,SLA00,-1,1,4
GEC95,2000,Milk,,-1,0,5
GEC95,2001,True yeld,SLA02,-1,1,6
GEC95,2002,Milk,SLA03,-1,1,7
GEC95,2003,Milk,,-1,0,8
GEC95,2004,True yeld,SLA05,-1,1,9
GEC95,2005,Summer yeld,SLA06,-1,1,10
GEC95,2006,Milk,SLA07,-1,1,11
GEC95,2007,Milk,,-1,0,12
GEC95,2008,True yeld,SLA09,-1,1,13
GEC95,2009,Milk,,-1,0,14
GEC95,2010,True yeld,,-1,0,15
GEC95,2011,True yeld,SLA12,-1,1,16
GEC95,2012,Milk,,-1,0,17
GIN93,1996,Naive,,-1,0,3
GIN93,1997,Naive,SLO98,-1,1,4
GIN93,1998,Milk,SLO99,-1,1,5
GIN93,1999,Winter yeld,SLO00,-1,1,6
GIN93,2000,Winter yeld,SLO01,-1,1,7
GIN93,2001,Milk,,-1,0,8
GIN93,2002,True yeld,SLO03,-1,1,9
GIN93,2003,Winter yeld,,-1,0,10
GIN93,2004,True yeld,SLO05,-1,1,11
GIN93,2005,Milk,,-1,0,12
GIN93,2006,True yeld,SLO07,-1,1,13
GKG07,2010,Winter yeld,ACA11,-1,1,3
GL375,1978,Naive,BOT79,-1,1,3
GL375,1979,Milk,,-1,0,4
GL375,1980,True yeld,BOT81,-1,1,5
GL375,1981,Milk,,-1,0,6
GL375,1982,True yeld,BOT83,-1,1,7
GL375,1983,Summer yeld,BOT84,-1,1,8
GL375,1984,Milk,BOT85,-1,1,9
GLA69,1972,Naive,GL373,0,1,3
GLA69,1973,Milk,GL374,-1,1,4
GLA69,1974,Summer yeld,GL375,-1,1,5
GLA69,1975,Milk,GL376,-1,1,6
GLA69,1976,Milk,GL377,-1,1,7
GLA69,1977,Milk,GL378,-1,1,8
GLA69,1978,Milk,,-1,0,9
GLA69,1979,True yeld,GL380,-1,1,10
GLA69,1980,Milk,,-1,0,11
GLA69,1981,True yeld,GL382,0,1,12
GLASS,1963,Naive,,0,0,3
GLASS,1964,Naive,,0,0,4
GLASS,1965,Naive,,0,0,5
GLASS,1966,Naive,,0,0,6
GLASS,1967,Naive,,0,0,7
GLASS,1968,Naive,GLA69,0,1,8
GLASS,1969,Milk,GLA70,0,1,9
GLASS,1970,Summer yeld,,-1,0,10
GLASS,1971,True yeld,GLA72,-1,1,11
GLASS,1972,Milk,GLA73,0,1,12
GLASS,1973,Summer yeld,GLA74,-1,1,13
GLASS,1974,Summer yeld,GLA75,-1,1,14
GLASS,1975,Summer yeld,GLA76,-1,1,15
GLE16,2019,Naive,BUA20,-1,1,3
GLE16,2020,Milk,BUA21,-1,1,4
GLI06,2009,Naive,CNT10,-1,1,3
GLR13,2016,Milk,CLS17,-1,1,3
GLR13,2017,Milk,CLS18,-1,1,4
GLR13,2018,Milk,CLS19,-1,1,5
GLR13,2019,Milk,CLS20,-1,1,6
GLR13,2020,Milk,CLS21,-1,1,7
GLR13,2021,Milk,CLS22,-1,1,8
GLR13,2022,Milk,CLS23,-1,1,9
GLR15,2018,Milk,,-1,0,3
GLR15,2019,True yeld,SDP20,-1,1,4
GLR16,2019,Summer yeld,ARN20,-1,1,3
GLR16,2020,Milk,ARN21,-1,1,4
GLR18,2021,Naive,PLV22,-1,1,3
GLR18,2022,Summer yeld,PLV23,-1,1,4
GLR19,2022,Milk,BAI23,-1,1,3
GNB07,2010,Naive,,-1,0,3
GNB07,2011,Naive,TNQ12,-1,1,4
GNB07,2012,Milk,,-1,0,5
GNB07,2013,True yeld,TNQ14,-1,1,6
GNB07,2014,Milk,,-1,0,7
GNB07,2015,True yeld,TNQ16,-1,1,8
GNB07,2016,Winter yeld,,-1,0,9
GNB10,2013,Naive,MOJ14,-1,1,3
GNB10,2014,Summer yeld,MOJ15,-1,1,4
GNB10,2015,Summer yeld,MOJ16,-1,1,5
GNB10,2016,Summer yeld,MOJ17,-1,1,6
GNB10,2017,Summer yeld,MOJ18,-1,1,7
GNB10,2018,Summer yeld,MOJ19,-1,1,8
GNB10,2019,Milk,MOJ20,-1,1,9
GNB10,2020,Milk,,-1,0,10
GNB10,2021,True yeld,MOJ22,-1,1,11
GNB10,2022,Winter yeld,MOJ23,-1,1,12
GNB12,2015,Naive,,-1,0,3
GNB12,2016,Naive,BMY17,-1,1,4
GNB12,2017,Milk,,-1,0,5
GNB12,2018,True yeld,BMY19,-1,1,6
GNB12,2019,Milk,,-1,0,7
GNB12,2020,True yeld,BMY21,-1,1,8
GNB12,2021,Milk,BMY22,-1,1,9
GNB12,2022,Milk,,-1,0,10
GOD94,1997,Milk,LMS98,-1,1,3
GOD94,1998,Winter yeld,LMS99,-1,1,4
GOD94,1999,Winter yeld,LMS00,-1,1,5
GOD94,2000,Milk,LMS01,-1,1,6
GOD94,2001,Milk,,-1,0,7
GOD94,2002,True yeld,LMS03,-1,1,8
GOD94,2003,Milk,LMS04,-1,1,9
GOD94,2004,Winter yeld,LMS05,-1,1,10
GOD94,2005,Milk,LMS06,-1,1,11
GOD94,2006,Milk,LMS07,-1,1,12
GOD94,2007,Milk,,-1,0,13
GOD94,2008,True yeld,LMS09,-1,1,14
GOD94,2009,Summer yeld,LMS10,-1,1,15
GOD97,2000,Milk,,-1,0,3
GOD97,2001,True yeld,RUF02,-1,1,4
GOD97,2002,Milk,RUF03,-1,1,5
GOD97,2003,Winter yeld,RUF04,-1,1,6
GOD97,2004,Winter yeld,RUF05,-1,1,7
GOD97,2005,Winter yeld,RUF06,-1,1,8
GOD97,2006,Milk,RUF07,-1,1,9
GOD97,2007,Winter yeld,RUF08,-1,1,10
GOD97,2008,Winter yeld,RUF09,-1,1,11
GOD97,2009,Milk,RUF10,-1,1,12
GOD97,2010,Winter yeld,,-1,0,13
GOD97,2011,True yeld,RUF12,-1,1,14
GOD97,2012,Milk,,-1,0,15
GOD97,2013,True yeld,,-1,0,16
GRA02,2005,Naive,CBL06,-1,1,3
GRA02,2006,Winter yeld,CBL07,-1,1,4
GRA02,2007,Winter yeld,,-1,0,5
GRA02,2008,True yeld,CBL09,-1,1,6
GRA93,1996,Naive,SCR97,-1,1,3
GRA93,1997,Winter yeld,,-1,0,4
GRA93,1998,True yeld,SCR99,-1,1,5
GRA93,1999,Summer yeld,SCR00,-1,1,6
GRA93,2000,Milk,SCR01,-1,1,7
GRA93,2001,Milk,,-1,0,8
GRA93,2002,True yeld,SCR03,-1,1,9
GRA93,2003,Milk,SCR04,-1,1,10
GRA93,2004,Milk,,-1,0,11
GRA93,2005,True yeld,SCR06,-1,1,12
GRA93,2006,Milk,SCR07,-1,1,13
GRA95,1998,Naive,SHI99,-1,1,3
GRA96,1999,Naive,,-1,0,3
GRA96,2000,Naive,SHL01,-1,1,4
GRA96,2001,Milk,,-1,0,5
GRA96,2002,True yeld,,-1,0,6
GRA96,2003,True yeld,SHL04,-1,1,7
GRA98,2001,Naive,,-1,0,3
GRA98,2002,Naive,,-1,0,4
GRA98,2003,Naive,RUB04,-1,1,5
GRA98,2004,Summer yeld,RUB05,-1,1,6
GRA98,2005,Milk,RUB06,-1,1,7
GRA98,2006,Summer yeld,,-1,0,8
GRA98,2007,True yeld,,-1,0,9
GRA98,2008,True yeld,RUB09,-1,1,10
GRA98,2009,Milk,RUB10,-1,1,11
GRA98,2010,Winter yeld,,-1,0,12
GRA98,2011,True yeld,RUB12,-1,1,13
GRA98,2012,Milk,,0,0,14
GRA99,2002,Naive,,-1,0,3
GRA99,2003,Naive,CLK04,-1,1,4
GRA99,2004,Milk,,-1,0,5
GRA99,2005,True yeld,CLK06,-1,1,6
GRA99,2006,Milk,,-1,0,7
GRA99,2007,True yeld,CLK08,0,1,8
GRC76,1979,Naive,TRA80,-1,1,3
GRC76,1980,Summer yeld,TRA81,-1,1,4
GRC76,1981,Winter yeld,,-1,0,5
GRC76,1982,True yeld,TRA83,-1,1,6
GRC76,1983,Milk,TRA84,-1,1,7
GRC76,1984,Milk,,-1,0,8
GRC76,1985,True yeld,TRA86,-1,1,9
GRC76,1986,Summer yeld,TRA87,-1,1,10
GRE68,1971,Milk,YHO72,-1,1,3
GRE68,1972,Milk,,0,0,4
GRE68,1973,True yeld,YHO74,-1,1,5
GRE68,1974,Milk,YHO75,-1,1,6
GRE68,1975,Milk,YHO76,-1,1,7
GRE68,1976,Milk,,-1,0,8
GRE68,1977,True yeld,YHO78,-1,1,9
GRE68,1978,Summer yeld,YHO79,-1,1,10
GRE72,1975,Naive,GRC76,-1,1,3
GRE72,1976,Milk,GRC77,-1,1,4
GRE72,1977,Milk,,-1,0,5
GRE72,1978,True yeld,GRC79,-1,1,6
GRE72,1979,Milk,,-1,0,7
GRE72,1980,True yeld,GRC81,-1,1,8
GRE72,1981,Winter yeld,,-1,0,9
GRE72,1982,True yeld,GRC83,-1,1,10
GRE72,1983,Summer yeld,GRC84,-1,1,11
GRE72,1984,Milk,GRC85,-1,1,12
GRE73,1976,Summer yeld,SNI77,-1,1,3
GRE73,1977,Milk,,-1,0,4
GRE73,1978,True yeld,SNI79,-1,1,5
GRE73,1979,Milk,,-1,0,6
GRE73,1980,True yeld,SNI81,-1,1,7
GREET,1967,Naive,GRE68,0,1,3
GREET,1968,Milk,GRE69,0,1,4
GREET,1969,Milk,GRE70,0,1,5
GREET,1970,Milk,GRE71,-1,1,6
GREET,1971,Summer yeld,GRE72,-1,1,7
GREET,1972,Milk,GRE73,0,1,8
GREET,1973,Milk,GRE74,-1,1,9
GREET,1974,Milk,GRE75,-1,1,10
GTR06,2009,Naive,,-1,0,3
GTR06,2010,Naive,HDX11,-1,1,4
GTR06,2011,Milk,,-1,0,5
GTR06,2012,True yeld,HDX13,-1,1,6
GTR06,2013,Milk,HDX14,-1,1,7
GTR06,2014,Milk,HDX15,-1,1,8
GYP07,2010,Naive,,-1,0,3
GYP07,2011,Naive,BED12,-1,1,4
GYP07,2012,Milk,,-1,0,5
GYP07,2013,True yeld,BED14,-1,1,6
GYP07,2014,Summer yeld,BED15,-1,1,7
GYP07,2015,Milk,,-1,0,8
GYP07,2016,True yeld,BED17,-1,1,9
HAL87,1990,Naive,,-1,0,3
HAL87,1991,Naive,IND92,-1,1,4
HAL87,1992,Milk,,-1,0,5
HAL90,1993,Naive,JEE94,-1,1,3
HAL90,1994,Summer yeld,JEE95,-1,1,4
HAL90,1995,Milk,JEE96,-1,1,5
HAL90,1996,Milk,,-1,0,6
HAL90,1997,True yeld,JEE98,-1,1,7
HAL90,1998,Milk,JEE99,-1,1,8
HAL90,1999,Summer yeld,JEE00,-1,1,9
HAL90,2000,Milk,JEE01,-1,1,10
HAL90,2001,Milk,,-1,0,11
HAL90,2002,True yeld,JEE03,-1,1,12
HAL90,2003,Milk,,-1,0,13
HAL90,2004,True yeld,,-1,0,14
HAL90,2005,True yeld,,-1,0,15
HAL90,2006,True yeld,,-1,0,16
HAL90,2007,True yeld,,-1,0,17
HAL90,2008,True yeld,,-1,0,18
HAL90,2009,True yeld,JEE10,-1,1,19
HAL94,1997,Milk,,-1,0,3
HAL94,1998,True yeld,SPI99,-1,1,4
HAL94,1999,Summer yeld,SPI00,-1,1,5
HAL94,2000,Milk,SPI01,-1,1,6
HAL94,2001,Milk,,-1,0,7
HAL94,2002,True yeld,SPI03,-1,1,8
HAL95,1998,Milk,,-1,0,3
HAL95,1999,True yeld,TIK00,-1,1,4
HAL95,2000,Summer yeld,TIK01,-1,1,5
HAL95,2001,Milk,,-1,0,6
HAL95,2002,True yeld,TIK03,-1,1,7
HAL95,2003,Milk,TIK04,-1,1,8
HAL95,2004,Summer yeld,TIK05,-1,1,9
HAL95,2005,Milk,TIK06,-1,1,10
HAR82,1985,Naive,SES86,-1,1,3
HAR82,1986,Summer yeld,SES87,-1,1,4
HAR82,1987,Milk,SES88,-1,1,5
HAR82,1988,Winter yeld,SES89,-1,1,6
HAR82,1989,Milk,,-1,0,7
HAR82,1990,True yeld,SES91,-1,1,8
HAR82,1991,Summer yeld,SES92,-1,1,9
HAR82,1992,Winter yeld,,-1,0,10
HAR82,1993,True yeld,SES94,-1,1,11
HEB98,2001,Naive,SHN02,-1,1,3
HED01,2004,Naive,ARA05,-1,1,3
HED01,2005,Summer yeld,ARA06,-1,1,4
HED01,2006,Milk,ARA07,-1,1,5
HED01,2007,Winter yeld,,-1,0,6
HED01,2008,True yeld,ARA09,-1,1,7
HED01,2009,Milk,ARA10,-1,1,8
HED01,2010,Winter yeld,ARA11,-1,1,9
HED01,2011,Milk,,-1,0,10
HED01,2012,True yeld,ARA13,-1,1,11
HED01,2013,Winter yeld,,-1,0,12
HED01,2014,True yeld,ARA15,-1,1,13
HED01,2015,Milk,,-1,0,14
HED01,2016,True yeld,,-1,0,15
HED01,2017,True yeld,,-1,0,16
HED08,2011,Naive,,-1,0,3
HED08,2012,Naive,HEX13,-1,1,4
HED08,2013,Winter yeld,,-1,0,5
HED08,2014,True yeld,HEX15,-1,1,6
HED08,2015,Milk,,-1,0,7
HED08,2016,True yeld,HEX17,-1,1,8
HED08,2017,Winter yeld,,-1,0,9
HED08,2018,True yeld,,-1,0,10
HED08,2019,True yeld,HEX20,-1,1,11
HED08,2020,Milk,,-1,0,12
HED12,2015,Naive,CMB16,-1,1,3
HER93,1996,Naive,PIL97,-1,1,3
HER93,1997,Milk,PIL98,-1,1,4
HER93,1998,Milk,PIL99,-1,1,5
HES80,1983,Naive,WOO84,0,1,3
HES80,1984,Milk,WOO85,0,1,4
HES80,1985,Summer yeld,WOO86,0,1,5
HES80,1986,Summer yeld,WOO87,0,1,6
HES80,1987,Summer yeld,WOO88,0,1,7
HES80,1988,Summer yeld,WOO89,0,1,8
HEX15,2018,Naive,,-1,0,3
HEX15,2019,Naive,HLD20,-1,1,4
HIA09,2012,Naive,,-1,0,3
HIA09,2013,Naive,ABA14,-1,1,4
HIA09,2014,Milk,,-1,0,5
HIA09,2015,True yeld,ABA16,-1,1,6
HIA09,2016,Milk,ABA17,-1,1,7
HIA09,2017,Winter yeld,,-1,0,8
HIA09,2018,True yeld,ABA19,-1,1,9
HIA09,2019,Milk,ABA20,-1,1,10
HIA09,2020,Winter yeld,ABA21,-1,1,11
HIA09,2021,Winter yeld,ABA22,-1,1,12
HIA09,2022,Winter yeld,ABA23,-1,1,13
HIC84,1987,Naive,DIC88,-1,1,3
HIC84,1988,Winter yeld,DIC89,-1,1,4
HIC84,1989,Milk,DIC90,-1,1,5
HIC84,1990,Milk,DIC91,-1,1,6
HIC84,1991,Winter yeld,DIC92,-1,1,7
HIC84,1992,Winter yeld,DIC93,-1,1,8
HIC84,1993,Milk,DIC94,-1,1,9
HIC84,1994,Milk,DIC95,-1,1,10
HIC84,1995,Milk,DIC96,-1,1,11
HIC84,1996,Milk,,-1,0,12
HIC84,1997,True yeld,DIC98,-1,1,13
HIC84,1998,Winter yeld,DIC99,-1,1,14
HIC88,1991,Naive,DOC92,-1,1,3
HIC88,1992,Summer yeld,DOC93,-1,1,4
HIC88,1993,Milk,DOC94,-1,1,5
HIC88,1994,Milk,DOC95,-1,1,6
HIC88,1995,Milk,DOC96,-1,1,7
HIC88,1996,Milk,DOC97,-1,1,8
HIC88,1997,Milk,DOC98,-1,1,9
HIC88,1998,Winter yeld,DOC99,-1,1,10
HIC88,1999,Winter yeld,DOC00,-1,1,11
HIC88,2000,Milk,DOC01,-1,1,12
HIC88,2001,Winter yeld,DOC02,-1,1,13
HIC88,2002,Milk,DOC03,-1,1,14
HIC89,1992,Naive,CLO93,-1,1,3
HIC89,1993,Milk,CLO94,-1,1,4
HIC89,1994,Winter yeld,CLO95,-1,1,5
HIC89,1995,Milk,CLO96,-1,1,6
HIC89,1996,Milk,CLO97,0,1,7
HIR03,2006,Summer yeld,BRY07,-1,1,3
HIR03,2007,Milk,,-1,0,4
HIR03,2008,True yeld,BRY09,-1,1,5
HIR03,2009,Milk,BRY10,-1,1,6
HIR03,2010,Milk,BRY11,-1,1,7
HIR03,2011,Milk,BRY12,-1,1,8
HIR03,2012,Milk,BRY13,-1,1,9
HIR03,2013,Winter yeld,BRY14,-1,1,10
HIR03,2014,Milk,BRY15,0,1,11
HNY12,2015,Naive,TCL16,0,1,3
HNY14,2017,Naive,,0,0,3
HNY14,2018,Naive,SYR19,0,1,4
HNY14,2019,Milk,SYR20,-1,1,5
HOC05,2008,Winter yeld,,-1,0,3
HOC05,2009,True yeld,CHM10,-1,1,4
HOC05,2010,Milk,,-1,0,5
HOC05,2011,True yeld,CHM12,-1,1,6
HOC05,2012,Summer yeld,CHM13,-1,1,7
HOC05,2013,Milk,CHM14,-1,1,8
HOC05,2014,Milk,CHM15,-1,1,9
HOC05,2015,Milk,CHM16,-1,1,10
HOC05,2016,Milk,CHM17,-1,1,11
HOC05,2017,Milk,,-1,0,12
HOC07,2010,Naive,CDN11,-1,1,3
HOC07,2011,Summer yeld,CDN12,-1,1,4
HOC07,2012,Milk,CDN13,-1,1,5
HOC07,2013,Winter yeld,CDN14,-1,1,6
HOC07,2014,Winter yeld,CDN15,-1,1,7
HOC07,2015,Milk,CDN16,-1,1,8
HOC07,2016,Winter yeld,CDN17,-1,1,9
HOC07,2017,Summer yeld,CDN18,-1,1,10
HOC07,2018,Milk,,-1,0,11
HOC07,2019,True yeld,CDN20,0,1,12
HOL00,2003,Naive,FMR04,-1,1,3
HOL00,2004,Winter yeld,,-1,0,4
HOL00,2005,True yeld,FMR06,-1,1,5
HOL00,2006,Milk,,-1,0,6
HOL00,2007,True yeld,FMR08,-1,1,7
HOL00,2008,Winter yeld,FMR09,-1,1,8
HOL94,1997,Naive,,-1,0,3
HOL94,1998,Naive,YEW99,-1,1,4
HOL94,1999,Milk,,-1,0,5
HOL94,2000,True yeld,YEW01,-1,1,6
HOL94,2001,Winter yeld,,-1,0,7
HOL94,2002,True yeld,YEW03,-1,1,8
HOL94,2003,Milk,,-1,0,9
HOL94,2004,True yeld,,-1,0,10
HOL94,2005,True yeld,YEW06,-1,1,11
HOL97,2000,Naive,HOC01,-1,1,3
HOL97,2001,Winter yeld,,-1,0,4
HOL97,2002,True yeld,HOC03,-1,1,5
HOL97,2003,Winter yeld,HOC04,-1,1,6
HOL97,2004,Summer yeld,HOC05,-1,1,7
HOL97,2005,Milk,,-1,0,8
HOL97,2006,True yeld,HOC07,-1,1,9
HOL97,2007,Milk,,-1,0,10
HOL97,2008,True yeld,HOC09,-1,1,11
HOL97,2009,Milk,,-1,0,12
HOL97,2010,True yeld,HOC11,-1,1,13
HON00,2003,Naive,GLI04,-1,1,3
HON00,2004,Milk,,-1,0,4
HON00,2005,True yeld,GLI06,-1,1,5
HON00,2006,Milk,,-1,0,6
HON00,2007,True yeld,GLI08,0,1,7
HON06,2009,Naive,PPY10,-1,1,3
HON06,2010,Summer yeld,PPY11,-1,1,4
HOO05,2008,Naive,ASB09,-1,1,3
HOO05,2009,Winter yeld,ASB10,-1,1,4
HOO05,2010,Winter yeld,,-1,0,5
